customer_id,customer_fname,customer_lname,customer_email,customer_password,customer_street,customer_city,customer_state,customer_zipcode
5001,Ann,Waller,XXXXXXXXX,XXXXXXXXX,7620 Thunder Gate,Caguas,PR,725
5002,Bryan,Smith,XXXXXXXXX,XXXXXXXXX,3937 Cinder Circle,Chicago,IL,60620
5003,Mary,Alexander,XXXXXXXXX,XXXXXXXXX,8407 Umber Leaf Pointe,Laguna Niguel,CA,92677
5004,Dorothy,Friedman,XXXXXXXXX,XXXXXXXXX,6461 Silver Heath,Miami,FL,33157
5005,Mary,Smith,XXXXXXXXX,XXXXXXXXX,3422 Blue Pioneer Bend,Berwyn,IL,60402
5006,Ann,Zimmerman,XXXXXXXXX,XXXXXXXXX,3240 Sleepy Beacon Bend,Painesville,OH,44077
5007,Mary,Smith,XXXXXXXXX,XXXXXXXXX,2264 Thunder Abbey,Caguas,PR,725
5008,Donald,Gibbs,XXXXXXXXX,XXXXXXXXX,9276 Dusty Isle,Lenoir,NC,28645
5009,Aaron,Smith,XXXXXXXXX,XXXXXXXXX,7380 Hazy Timber Expressway,Caguas,PR,725
5010,Mary,Olsen,XXXXXXXXX,XXXXXXXXX,5105 Middle Bay,Cleveland,OH,44102
5011,William,Berg,XXXXXXXXX,XXXXXXXXX,2387 Silver Freeway,Caguas,PR,725
5012,Karen,Smith,XXXXXXXXX,XXXXXXXXX,1800 Cotton Oak Beach,Brooklyn,NY,11207
5013,Mary,Peters,XXXXXXXXX,XXXXXXXXX,6630 Quaking Via,Reynoldsburg,OH,43068
5014,Peter,Smith,XXXXXXXXX,XXXXXXXXX,8247 Hidden Apple Island,Highland Park,MI,48203
5015,Mary,Gutierrez,XXXXXXXXX,XXXXXXXXX,6724 High Chase,Caguas,PR,725
5016,James,Rangel,XXXXXXXXX,XXXXXXXXX,1213 Quaking Plaza,Oceanside,CA,92056
5017,Joyce,Smith,XXXXXXXXX,XXXXXXXXX,3865 Harvest Prairie Mount,Dallas,TX,75216
5018,Jerry,Gibson,XXXXXXXXX,XXXXXXXXX,1492 Fallen Bank,Colorado Springs,CO,80918
5019,Mary,Smith,XXXXXXXXX,XXXXXXXXX,6340 Merry Blossom Boulevard,Caguas,PR,725
5020,Lawrence,Weeks,XXXXXXXXX,XXXXXXXXX,8666 Gentle Goose Run,Chicago,IL,60657
5021,Mary,Smith,XXXXXXXXX,XXXXXXXXX,1453 Amber Deer Farm,Caguas,PR,725
5022,Judy,Baker,XXXXXXXXX,XXXXXXXXX,610 Clear Apple Highway,San Jose,CA,95116
5023,Mary,Smith,XXXXXXXXX,XXXXXXXXX,4197 Emerald Hollow,Caguas,PR,725
5024,Thomas,Klein,XXXXXXXXX,XXXXXXXXX,7199 Golden Private,Flushing,NY,11355
5025,Paul,Stevenson,XXXXXXXXX,XXXXXXXXX,6554 Pleasant Lagoon Stead,Bronx,NY,10456
5026,Christian,Smith,XXXXXXXXX,XXXXXXXXX,2878 Hazy Wagon  Thicket,Jonesboro,AR,72401
5027,Mary,Collins,XXXXXXXXX,XXXXXXXXX,7831 Rustic Panda Front,Caguas,PR,725
5028,Joseph,Lucero,XXXXXXXXX,XXXXXXXXX,1112 Rustic Range,Miami,FL,33161
5029,Kevin,Smith,XXXXXXXXX,XXXXXXXXX,1875 Jagged Moor,Honolulu,HI,96822
5030,Rose,Harper,XXXXXXXXX,XXXXXXXXX,3671 Silver Village,Caguas,PR,725
5031,Mary,George,XXXXXXXXX,XXXXXXXXX,5148 Sleepy Timber Grove,San Antonio,TX,78201
5032,Christopher,Fry,XXXXXXXXX,XXXXXXXXX,1438 Honey Bay,Caguas,PR,725
5033,Mary,Smith,XXXXXXXXX,XXXXXXXXX,7362 Jagged Cape,Canton,MI,48187
5034,Rose,Williams,XXXXXXXXX,XXXXXXXXX,281 Sleepy Hickory Subdivision,Caguas,PR,725
5035,Mary,Drake,XXXXXXXXX,XXXXXXXXX,1674 Hidden Field,New York,NY,10032
5036,Andrew,Smith,XXXXXXXXX,XXXXXXXXX,5714 Fallen Prairie Woods,Canyon Country,CA,91351
5037,Amber,Pearson,XXXXXXXXX,XXXXXXXXX,1819 Noble Ramp,Los Angeles,CA,90016
5038,Mary,Smith,XXXXXXXXX,XXXXXXXXX,6847 Broad Orchard,Caguas,PR,725
5039,Christopher,Perez,XXXXXXXXX,XXXXXXXXX,3587 Pleasant Autoroute,Englewood,CO,80110
5040,Emily,Nicholson,XXXXXXXXX,XXXXXXXXX,437 Cozy Log Range,Caguas,PR,725
5041,Mary,Smith,XXXXXXXXX,XXXXXXXXX,3378 Old Drive,Massillon,OH,44646
5042,Andrew,Garner,XXXXXXXXX,XXXXXXXXX,3088 Cinder Ridge,Caguas,PR,725
5043,Mary,Smith,XXXXXXXXX,XXXXXXXXX,6122 Easy Oak Extension,Bronx,NY,10466
5044,Linda,Sanchez,XXXXXXXXX,XXXXXXXXX,4166 Golden Willow Circuit,Caguas,PR,725
5045,Nathan,Stevens,XXXXXXXXX,XXXXXXXXX,961 Honey Plaza,Antioch,TN,37013
5046,Mary,Smith,XXXXXXXXX,XXXXXXXXX,7191 Sunny Loop,Astoria,NY,11103
5047,Shirley,Whitehead,XXXXXXXXX,XXXXXXXXX,3627 Cozy Sky Trace,Caguas,PR,725
5048,Johnny,Smith,XXXXXXXXX,XXXXXXXXX,3367 Merry Mews,Buffalo,NY,14215
5049,Mary,Walton,XXXXXXXXX,XXXXXXXXX,7639 Silent Valley,Caguas,PR,725
5050,Susan,Nicholson,XXXXXXXXX,XXXXXXXXX,5202 Old Shadow Rise,Huntington Beach,CA,92647
5051,Brenda,Smith,XXXXXXXXX,XXXXXXXXX,7613 Amber Willow Manor,Fargo,ND,58103
5052,Larry,Meyer,XXXXXXXXX,XXXXXXXXX,92 Green Woods,Oregon City,OR,97045
5053,Mary,Smith,XXXXXXXXX,XXXXXXXXX,870 Amber Quail Circuit,Caguas,PR,725
5054,Paul,Thomas,XXXXXXXXX,XXXXXXXXX,6907 Stony Arbor,Brooklyn,NY,11214
5055,Emma,Clay,XXXXXXXXX,XXXXXXXXX,5824 Honey Glade,Caguas,PR,725
5056,Mary,Smith,XXXXXXXXX,XXXXXXXXX,2499 Sleepy Diversion,San Benito,TX,78586
5057,Angela,Lee,XXXXXXXXX,XXXXXXXXX,4466 Burning Round,Indianapolis,IN,46226
5058,Mary,Salinas,XXXXXXXXX,XXXXXXXXX,9980 Red Crossing,Caguas,PR,725
5059,Deborah,Smith,XXXXXXXXX,XXXXXXXXX,8976 Wishing Quail Ramp,Goose Creek,SC,29445
5060,Mary,Kelley,XXXXXXXXX,XXXXXXXXX,4320 Jagged Hollow,Caguas,PR,725
5061,Charles,Heath,XXXXXXXXX,XXXXXXXXX,2439 Quaking Cove,Chicago,IL,60660
