customer_id,customer_fname,customer_lname,customer_email,customer_password,customer_street,customer_city,customer_state,customer_zipcode
3001,Maria,Adams,XXXXXXXXX,XXXXXXXXX,6564 Hazy Forest Estates,Compton,CA,90221
3002,Mary,Carter,XXXXXXXXX,XXXXXXXXX,7353 Round Spring Chase,Rego Park,NY,11374
3003,Lawrence,Murphy,XXXXXXXXX,XXXXXXXXX,3421 Harvest Glade,Sheboygan,WI,53081
3004,Mary,Holland,XXXXXXXXX,XXXXXXXXX,1658 Rustic Elk Lane,Caguas,PR,725
3005,Michael,Delgado,XXXXXXXXX,XXXXXXXXX,59 Heather Shadow Concession,San Diego,CA,92111
3006,Barbara,Norris,XXXXXXXXX,XXXXXXXXX,6270 Stony Campus,Caguas,PR,725
3007,Jessica,Shannon,XXXXXXXXX,XXXXXXXXX,8570 Lost Barn Expressway,Chicago,IL,60629
3008,Mary,Smith,XXXXXXXXX,XXXXXXXXX,6631 Tawny Panda Woods,Salina,KS,67401
3009,Katherine,Jackson,XXXXXXXXX,XXXXXXXXX,7309 Velvet Willow Heath,North Tonawanda,NY,14120
3010,Walter,Hamilton,XXXXXXXXX,XXXXXXXXX,3440 Grand Road,Caguas,PR,725
3011,Howard,Delgado,XXXXXXXXX,XXXXXXXXX,8172 Jagged Pond Vale,Wichita,KS,67212
3012,Mary,Smith,XXXXXXXXX,XXXXXXXXX,7713 Colonial Estates,Caguas,PR,725
3013,Grace,Taylor,XXXXXXXXX,XXXXXXXXX,1982 Burning Forest,Canton,MI,48187
3014,Mary,Beck,XXXXXXXXX,XXXXXXXXX,3412 Merry Quail Inlet,Caguas,PR,725
3015,Alice,Sherman,XXXXXXXXX,XXXXXXXXX,3444 Jagged Brook Mall ,Rio Grande,PR,745
3016,Mary,Smith,XXXXXXXXX,XXXXXXXXX,7105 Pleasant Street,Denver,CO,80231
3017,Frank,Thompson,XXXXXXXXX,XXXXXXXXX,8407 Silent Elk Woods,Edison,NJ,8817
3018,Mary,Smith,XXXXXXXXX,XXXXXXXXX,4841 Merry Leaf Terrace,Caguas,PR,725
3019,Madison,Atkinson,XXXXXXXXX,XXXXXXXXX,5985 Jagged Oak Abbey,Morristown,NJ,7960
3020,Mary,Smith,XXXXXXXXX,XXXXXXXXX,6270 Broad Downs,Caguas,PR,725
3021,Nancy,Alvarado,XXXXXXXXX,XXXXXXXXX,7086 Misty Rise Expressway,Flushing,NY,11354
3022,Jose,Smith,XXXXXXXXX,XXXXXXXXX,4560 Thunder Rise,Dallas,TX,75216
