customer_id,customer_fname,customer_lname,customer_email,customer_password,customer_street,customer_city,customer_state,customer_zipcode
7001,Mary,Weeks,XXXXXXXXX,XXXXXXXXX,3915 Stony Pines,Caguas,PR,725
7002,Anna,Smith,XXXXXXXXX,XXXXXXXXX,4940 Velvet Timber Cape,Wyoming,MI,49509
7003,Harry,Patrick,XXXXXXXXX,XXXXXXXXX,5676 Wishing Hill,Caguas,PR,725
7004,Mary,Smith,XXXXXXXXX,XXXXXXXXX,8189 Golden Wood,Hagerstown,MD,21740
7005,James,Carpenter,XXXXXXXXX,XXXXXXXXX,8307 Merry Pointe,Caguas,PR,725
7006,George,Smith,XXXXXXXXX,XXXXXXXXX,5926 Emerald Elk Diversion,Arlington,VA,22204
7007,Mary,Mckinney,XXXXXXXXX,XXXXXXXXX,8560 Rustic Pond Promenade,Caguas,PR,725
7008,Sandra,Rangel,XXXXXXXXX,XXXXXXXXX,2171 Stony Willow Turnabout,Hialeah,FL,33012
7009,Mary,Smith,XXXXXXXXX,XXXXXXXXX,5292 Cinder Elk Moor,Lancaster,CA,93536
7010,Jessica,Kelley,XXXXXXXXX,XXXXXXXXX,6772 Cotton Wagon  Moor,Caguas,PR,725
7011,Kevin,Smith,XXXXXXXXX,XXXXXXXXX,1915 Thunder Hickory Freeway,Wyandotte,MI,48192
7012,Mary,Allen,XXXXXXXXX,XXXXXXXXX,9526 Foggy Cove,Caguas,PR,725
7013,Amber,Smith,XXXXXXXXX,XXXXXXXXX,2002 Amber Bear Moor,Amarillo,TX,79109
7014,Mary,Carey,XXXXXXXXX,XXXXXXXXX,9404 Heather Bluff Dale,Caguas,PR,725
7015,Andrew,Smith,XXXXXXXXX,XXXXXXXXX,8473 Lost Brook Bay,Rosemead,CA,91770
7016,Jack,Sloan,XXXXXXXXX,XXXXXXXXX,2292 Noble Bluff Gate,Columbia,MO,65203
7017,Mary,Ewing,XXXXXXXXX,XXXXXXXXX,3137 Harvest Branch Road,Caguas,PR,725
7018,Sarah,Smith,XXXXXXXXX,XXXXXXXXX,7274 Bright Leaf Bank,Fontana,CA,92335
7019,Kelly,Turner,XXXXXXXXX,XXXXXXXXX,8547 Old Drive,Bellflower,CA,90706
7020,Mary,Chase,XXXXXXXXX,XXXXXXXXX,9627 Old Wood,Lancaster,PA,17602
7021,Debra,Smith,XXXXXXXXX,XXXXXXXXX,5235 Thunder Wharf,Caguas,PR,725
7022,Mary,Smith,XXXXXXXXX,XXXXXXXXX,4579 Lost Beach,Miami,FL,33161
7023,Jacqueline,Roberson,XXXXXXXXX,XXXXXXXXX,4189 Amber Leaf Close,Everett,WA,98208
7024,Jerry,Smith,XXXXXXXXX,XXXXXXXXX,5149 Rocky Pine Moor,Caguas,PR,725
7025,Mary,Williams,XXXXXXXXX,XXXXXXXXX,7108 Shady Parade,Buffalo,NY,14221
7026,Ann,Hester,XXXXXXXXX,XXXXXXXXX,3339 Cinder Rise,Caguas,PR,725
7027,Mary,Smith,XXXXXXXXX,XXXXXXXXX,7775 Colonial Highlands,Joliet,IL,60435
7028,Elizabeth,Edwards,XXXXXXXXX,XXXXXXXXX,2692 Cozy Autumn Extension,Caguas,PR,725
7029,Christina,Moreno,XXXXXXXXX,XXXXXXXXX,1134 Shady Robin Avenue,North Hollywood,CA,91605
7030,Mary,Schaefer,XXXXXXXXX,XXXXXXXXX,1626 Misty Hills Round,Alpharetta,GA,30022
7031,Virginia,Smith,XXXXXXXXX,XXXXXXXXX,449 Shady Extension,Caguas,PR,725
7032,Mary,Gonzalez,XXXXXXXXX,XXXXXXXXX,3654 Clear Green,Memphis,TN,38127
7033,Robert,Hayes,XXXXXXXXX,XXXXXXXXX,2650 Rocky Stead,Henrico,VA,23233
7034,Brenda,Smith,XXXXXXXXX,XXXXXXXXX,909 Honey Nectar Heights,Bismarck,ND,58501
7035,Mary,Ayers,XXXXXXXXX,XXXXXXXXX,8370 Green Berry Boulevard,Caguas,PR,725
7036,Maria,Smith,XXXXXXXXX,XXXXXXXXX,9816 Velvet Deer Canyon,Sanford,NC,27330
7037,Mary,Bauer,XXXXXXXXX,XXXXXXXXX,5430 Iron Mountain Lane,New York,NY,10011
7038,Christopher,Smith,XXXXXXXXX,XXXXXXXXX,7422 Dewy Inlet,Lancaster,PA,17601
7039,Samuel,Rodriguez,XXXXXXXXX,XXXXXXXXX,1213 Cotton Pike,Caguas,PR,725
7040,Mary,Koch,XXXXXXXXX,XXXXXXXXX,9190 Crystal Thicket,Pompano Beach,FL,33063
7041,Nancy,Smith,XXXXXXXXX,XXXXXXXXX,1492 Fallen Bank,Elmhurst,IL,60126
7042,Mary,Hudson,XXXXXXXXX,XXXXXXXXX,8659 Foggy Deer Port,Caguas,PR,725
7043,Cheryl,Smith,XXXXXXXXX,XXXXXXXXX,8021 Misty Plaza,Brooklyn,NY,11236
7044,Mary,Cooke,XXXXXXXXX,XXXXXXXXX,7191 Sunny Loop,Detroit,MI,48221
7045,Helen,Smith,XXXXXXXXX,XXXXXXXXX,9539 Velvet Trace,Caguas,PR,725
7046,Crystal,Davis,XXXXXXXXX,XXXXXXXXX,6682 Harvest Orchard,Memphis,TN,38128
7047,Sean,Burch,XXXXXXXXX,XXXXXXXXX,5517 Jagged Hollow,Caguas,PR,725
7048,Mary,Smith,XXXXXXXXX,XXXXXXXXX,2714 Lazy Swale,Salt Lake City,UT,84119
7049,Justin,Graham,XXXXXXXXX,XXXXXXXXX,7177 Old Nectar Ridge,Caguas,PR,725
7050,Mary,Holloway,XXXXXXXXX,XXXXXXXXX,1066 Stony Bay,Porterville,CA,93257
7051,Russell,Smith,XXXXXXXXX,XXXXXXXXX,8852 Shady Glade,Wheaton,IL,60187
7052,Mary,Faulkner,XXXXXXXXX,XXXXXXXXX,1475 Red Creek Stead,Albany,OR,97321
7053,Donald,Smith,XXXXXXXXX,XXXXXXXXX,2 Jagged Bank,Saginaw,MI,48601
7054,Maria,Arnold,XXXXXXXXX,XXXXXXXXX,7810 Quaking Terrace,Caguas,PR,725
7055,Emma,Smith,XXXXXXXXX,XXXXXXXXX,7108 Cinder Road,Pompano Beach,FL,33063
7056,Mary,Roman,XXXXXXXXX,XXXXXXXXX,4720 Colonial Blossom Run,Caguas,PR,725
7057,Jennifer,Smith,XXXXXXXXX,XXXXXXXXX,2099 Dusty Grove Crest,Carson,CA,90745
7058,Megan,Mills,XXXXXXXXX,XXXXXXXXX,1491 Red Dale,Caguas,PR,725
7059,Mary,Smith,XXXXXXXXX,XXXXXXXXX,2210 High Beacon Highlands,Colorado Springs,CO,80918
7060,Virginia,Carroll,XXXXXXXXX,XXXXXXXXX,5958 Emerald Nook,Caguas,PR,725
7061,Evelyn,Stanley,XXXXXXXXX,XXXXXXXXX,9283 Hidden Elk Terrace,Marietta,GA,30062
7062,Jack,Hines,XXXXXXXXX,XXXXXXXXX,3567 Misty Circle,Caguas,PR,725
7063,Mary,Smith,XXXXXXXXX,XXXXXXXXX,472 Noble Mall ,Brownsville,TX,78521
7064,Ann,Morris,XXXXXXXXX,XXXXXXXXX,9526 Foggy Cove,Fairfield,CA,94533
7065,Mary,Watson,XXXXXXXXX,XXXXXXXXX,8791 Cozy Passage,Olathe,KS,66062
7066,Emma,Mcclain,XXXXXXXXX,XXXXXXXXX,5103 Tawny Panda Dell,Fresno,CA,93702
