customer_id,customer_fname,customer_lname,customer_email,customer_password,customer_street,customer_city,customer_state,customer_zipcode
8001,Mary,Smith,XXXXXXXXX,XXXXXXXXX,9437 Quiet Deer Parade,Houston,TX,77088
8002,Margaret,Martinez,XXXXXXXXX,XXXXXXXXX,3412 Golden Orchard,Caguas,PR,725
8003,Diane,Zimmerman,XXXXXXXXX,XXXXXXXXX,6789 Broad Zephyr Grounds,El Paso,TX,79912
8004,Mary,Smith,XXXXXXXXX,XXXXXXXXX,7780 Cozy Pond Court,Caguas,PR,725
8005,Robert,Lambert,XXXXXXXXX,XXXXXXXXX,1546 Cinder Autumn Cape,Brooklyn,NY,11230
8006,Michael,Leon,XXXXXXXXX,XXXXXXXXX,1358 Quaking Panda Stead,San Juan,PR,921
8007,Nicholas,Garrison,XXXXXXXXX,XXXXXXXXX,285 Round Bend,Caguas,PR,725
8008,Mary,Delacruz,XXXXXXXXX,XXXXXXXXX,9950 Quiet Spring Wynd,Oxnard,CA,93033
8009,Steven,Dickson,XXXXXXXXX,XXXXXXXXX,9036 Easy Embers Point,Caguas,PR,725
8010,Kathy,Smith,XXXXXXXXX,XXXXXXXXX,6901 Lazy Plaza,Martinsburg,WV,25401
8011,Mary,Hill,XXXXXXXXX,XXXXXXXXX,6179 Noble Panda Moor,Caguas,PR,725
8012,Gregory,Smith,XXXXXXXXX,XXXXXXXXX,4728 Amber Lake Terrace,Hayward,CA,94541
8013,Mary,Adams,XXXXXXXXX,XXXXXXXXX,8944 Lazy Bluff Maze,Fond Du Lac,WI,54935
8014,Emily,Powers,XXXXXXXXX,XXXXXXXXX,2954 Red Pioneer Port,Seattle,WA,98115
8015,Mary,Blackburn,XXXXXXXXX,XXXXXXXXX,7983 Amber Robin Trail,Caguas,PR,725
8016,Patricia,Smith,XXXXXXXXX,XXXXXXXXX,2905 Quiet River Trail,Carson,CA,90745
8017,Mary,Rhodes,XXXXXXXXX,XXXXXXXXX,7770 Gentle Quail Downs,Caguas,PR,725
8018,Ruth,Shepherd,XXXXXXXXX,XXXXXXXXX,4369 Middle Willow Private,Grove City,OH,43123
8019,Samantha,Smith,XXXXXXXXX,XXXXXXXXX,4226 High Row,Lodi,CA,95240
8020,Joan,Davis,XXXXXXXXX,XXXXXXXXX,6274 Middle Bluff Valley,Caguas,PR,725
8021,Mary,Bonilla,XXXXXXXXX,XXXXXXXXX,4208 High Promenade,Albany,OR,97321
8022,Jessica,Smith,XXXXXXXXX,XXXXXXXXX,6401 Shady Embers Farms,Caguas,PR,725
8023,Mary,Pope,XXXXXXXXX,XXXXXXXXX,5340 Quaking Panda Forest,Tampa,FL,33614
8024,Christopher,Smith,XXXXXXXXX,XXXXXXXXX,3006 Sleepy Leaf Farm,Caguas,PR,725
8025,Frank,Foster,XXXXXXXXX,XXXXXXXXX,7780 Cozy Pond Court,Staten Island,NY,10314
8026,Mary,Wade,XXXXXXXXX,XXXXXXXXX,9816 Velvet Deer Canyon,Middletown,OH,45044
8027,James,Smith,XXXXXXXXX,XXXXXXXXX,9451 Bright Walk,Caguas,PR,725
8028,Donald,Lawson,XXXXXXXXX,XXXXXXXXX,4968 Misty Horse Cove,Arlington,TX,76010
8029,Sandra,Smith,XXXXXXXXX,XXXXXXXXX,2887 Little Forest Gardens,Caguas,PR,725
8030,Mary,Johnston,XXXXXXXXX,XXXXXXXXX,2991 Round Hill,Virginia Beach,VA,23452
8031,Richard,Smith,XXXXXXXXX,XXXXXXXXX,6580 Thunder Village,Richmond,VA,23223
8032,Karen,Lopez,XXXXXXXXX,XXXXXXXXX,7557 Wishing Falls,Caguas,PR,725
8033,Timothy,Estes,XXXXXXXXX,XXXXXXXXX,2455 Stony Fox Crossing,Miami,FL,33186
8034,Mary,Smith,XXXXXXXXX,XXXXXXXXX,264 Tawny Landing,Caguas,PR,725
8035,Mark,Andrews,XXXXXXXXX,XXXXXXXXX,9315 Iron Gate Run,Pacoima,CA,91331
8036,Howard,Smith,XXXXXXXXX,XXXXXXXXX,9790 Cinder Autumn Expressway,San Francisco,CA,94122
8037,Mary,Mclaughlin,XXXXXXXXX,XXXXXXXXX,6774 Noble Branch Knoll,Salem,OR,97303
8038,Donald,Smith,XXXXXXXXX,XXXXXXXXX,164 Stony Field,Denton,TX,76201
8039,Gerald,Arellano,XXXXXXXXX,XXXXXXXXX,5408 Dusty Cloud Gardens,Caguas,PR,725
8040,Mary,Smith,XXXXXXXXX,XXXXXXXXX,4703 Grand Avenue,Paramount,CA,90723
8041,Carol,Ball,XXXXXXXXX,XXXXXXXXX,9795 Indian Wagon  Mall ,Caguas,PR,725
8042,Mary,Smith,XXXXXXXXX,XXXXXXXXX,797 Middle Jetty,Lakewood,NJ,8701
8043,Mary,Herrera,XXXXXXXXX,XXXXXXXXX,7580 Bright Willow Street,Caguas,PR,725
8044,Richard,Smith,XXXXXXXXX,XXXXXXXXX,5387 Iron Nook,Gaithersburg,MD,20878
8045,Peter,Daniels,XXXXXXXXX,XXXXXXXXX,2210 Merry Leaf Row,Powder Springs,GA,30127
8046,Mary,Bernard,XXXXXXXXX,XXXXXXXXX,1870 Stony Prairie Bend,Caguas,PR,725
8047,Gary,Smith,XXXXXXXXX,XXXXXXXXX,3293 Quaking Gate Downs,San Jose,CA,95116
8048,Debra,Bryant,XXXXXXXXX,XXXXXXXXX,6361 Jagged Glade,Caguas,PR,725
8049,Mary,Mcgee,XXXXXXXXX,XXXXXXXXX,4522 Silver Road,Long Beach,CA,90805
8050,Elizabeth,Smith,XXXXXXXXX,XXXXXXXXX,739 Jagged Goose Street,Fort Worth,TX,76106
8051,Emily,Hutchinson,XXXXXXXXX,XXXXXXXXX,1467 Wishing Anchor Centre,Caguas,PR,725
8052,Pamela,Smith,XXXXXXXXX,XXXXXXXXX,6378 Lost Zephyr Bend,La Mesa,CA,91941
8053,Mary,Dennis,XXXXXXXXX,XXXXXXXXX,7775 Colonial Highlands,Caguas,PR,725
8054,Andrea,Smith,XXXXXXXXX,XXXXXXXXX,3684 Silent Hickory Route,Brooklyn,NY,11229
8055,Mary,Ortiz,XXXXXXXXX,XXXXXXXXX,6257 Indian Sky Round,Katy,TX,77450
8056,John,Logan,XXXXXXXXX,XXXXXXXXX,1870 Crystal Blossom Towers,Pharr,TX,78577
8057,Lisa,Smith,XXXXXXXXX,XXXXXXXXX,1027 Blue Port,Caguas,PR,725
8058,Ryan,Mosley,XXXXXXXXX,XXXXXXXXX,6540 Emerald Turnabout,Kailua,HI,96734
8059,Mary,Smith,XXXXXXXXX,XXXXXXXXX,8779 Shady Parkway,Caguas,PR,725
8060,Sara,Logan,XXXXXXXXX,XXXXXXXXX,7973 Colonial Wood,Chicago,IL,60657
8061,Mary,Cooley,XXXXXXXXX,XXXXXXXXX,6281 Pleasant Glade,Salt Lake City,UT,84118
8062,Dennis,Smith,XXXXXXXXX,XXXXXXXXX,3051 Dewy Creek Harbour,Caguas,PR,725
8063,Mary,Newman,XXXXXXXXX,XXXXXXXXX,3853 Pleasant Mountain Corners,Brooklyn,NY,11208
8064,Richard,Rich,XXXXXXXXX,XXXXXXXXX,8171 Indian Ramp,Oxnard,CA,93030
8065,Margaret,Smith,XXXXXXXXX,XXXXXXXXX,4839 Lazy View,Los Angeles,CA,90032
8066,Mary,Ramos,XXXXXXXXX,XXXXXXXXX,3702 Noble Plaza,Caguas,PR,725
8067,Karen,Holland,XXXXXXXXX,XXXXXXXXX,9905 Round Bluff Estates,Virginia Beach,VA,23456
8068,Larry,Smith,XXXXXXXXX,XXXXXXXXX,3204 Cinder Line,Philadelphia,PA,19148
8069,Tiffany,Mcdaniel,XXXXXXXXX,XXXXXXXXX,6496 Harvest Highlands,Highland Park,MI,48203
8070,Mary,Smith,XXXXXXXXX,XXXXXXXXX,3557 Crystal Key,Eugene,OR,97402
8071,Gary,Baker,XXXXXXXXX,XXXXXXXXX,2614 Round Branch Arbor,Plano,TX,75093
8072,Mary,Rogers,XXXXXXXXX,XXXXXXXXX,9304 Emerald Oak Plaza,Caguas,PR,725
8073,Rachel,Smith,XXXXXXXXX,XXXXXXXXX,9911 Silent Drive,San Jose,CA,95111
8074,Mary,Harris,XXXXXXXXX,XXXXXXXXX,3585 Green Rabbit Orchard,College Station,TX,77840
8075,Sarah,Coleman,XXXXXXXXX,XXXXXXXXX,2262 Green Wharf,Caguas,PR,725
8076,Mary,Gay,XXXXXXXXX,XXXXXXXXX,3914 Crystal Barn Cove,Ann Arbor,MI,48103
8077,Thomas,Smith,XXXXXXXXX,XXXXXXXXX,1912 Umber Pond Circuit,Caguas,PR,725
8078,Janet,Thomas,XXXXXXXXX,XXXXXXXXX,6127 Dewy Goose Downs,Brooklyn,NY,11220
8079,Mary,Burnett,XXXXXXXXX,XXXXXXXXX,4546 Crystal Spring Trail,Spring Valley,NY,10977
8080,Matthew,Smith,XXXXXXXXX,XXXXXXXXX,1143 Golden Quail Gardens,Caguas,PR,725
8081,Mary,Cameron,XXXXXXXXX,XXXXXXXXX,7558 Cotton Log Stead,San Jose,CA,95123
8082,Pamela,Smith,XXXXXXXXX,XXXXXXXXX,6292 Velvet Wagon  Plaza,Caguas,PR,725
8083,Marie,Figueroa,XXXXXXXXX,XXXXXXXXX,8600 Stony Gate Terrace,New York,NY,10025
8084,Mary,Smith,XXXXXXXXX,XXXXXXXXX,3200 Honey Range,Houston,TX,77036
8085,John,Farmer,XXXXXXXXX,XXXXXXXXX,10 Crystal River Mall ,Caguas,PR,725
8086,Paul,Moon,XXXXXXXXX,XXXXXXXXX,2589 Silver Ridge,Philadelphia,PA,19140
8087,Sean,Smith,XXXXXXXXX,XXXXXXXXX,933 Hidden Rabbit Via,Caguas,PR,725
8088,Mary,Morris,XXXXXXXXX,XXXXXXXXX,5453 Lost Goose Downs,San Marcos,TX,78666
8089,Evelyn,Smith,XXXXXXXXX,XXXXXXXXX,840 Round Highlands,Caguas,PR,725
8090,Mary,Martinez,XXXXXXXXX,XXXXXXXXX,6077 Heather Zephyr Estates,Clarksville,TN,37042
8091,Emily,Powell,XXXXXXXXX,XXXXXXXXX,6121 Fallen Trace,Caguas,PR,725
8092,Mary,Smith,XXXXXXXXX,XXXXXXXXX,3021 Red Robin Nook,Irwin,PA,15642
8093,Patricia,Cook,XXXXXXXXX,XXXXXXXXX,5198 Rustic Route,Caguas,PR,725
8094,Gregory,Rivas,XXXXXXXXX,XXXXXXXXX,6095 Bright View Glade,Milwaukee,WI,53215
8095,Dennis,Smith,XXXXXXXXX,XXXXXXXXX,2442 Tawny Loop,Caguas,PR,725
8096,Mary,Miller,XXXXXXXXX,XXXXXXXXX,9875 Thunder Lagoon Parade,Chicago,IL,60651
8097,Marie,Martin,XXXXXXXXX,XXXXXXXXX,6704 Sleepy Quail Port,Sheboygan,WI,53081
8098,Mary,Smith,XXXXXXXXX,XXXXXXXXX,7761 Silent Hickory Drive,Caguas,PR,725
8099,Ashley,Sosa,XXXXXXXXX,XXXXXXXXX,6750 Noble Pony Village,Brooklyn,NY,11234
8100,Victoria,Smith,XXXXXXXXX,XXXXXXXXX,2122 Clear Rise Common,Upland,CA,91786
8101,Mary,Hudson,XXXXXXXXX,XXXXXXXXX,8811 Honey Deer Pines,Caguas,PR,725
8102,David,Smith,XXXXXXXXX,XXXXXXXXX,805 Amber Hills Crossing,Memphis,TN,38118
