customer_id,customer_fname,customer_lname,customer_email,customer_password,customer_street,customer_city,customer_state,customer_zipcode
12001,Christopher,Smith,XXXXXXXXX,XXXXXXXXX,6199 Blue Highway,Caguas,PR,725
12002,Nicholas,Davis,XXXXXXXXX,XXXXXXXXX,3977 Old Dale Point,Caguas,PR,725
12003,Mary,Smith,XXXXXXXXX,XXXXXXXXX,4286 Stony Turnabout,Bakersfield,CA,93306
12004,Marie,Martinez,XXXXXXXXX,XXXXXXXXX,62 Cozy Rabbit Villas,San Jose,CA,95125
12005,Mary,Burton,XXXXXXXXX,XXXXXXXXX,3867 Bright Zephyr Ledge,Caguas,PR,725
12006,Anna,Sharp,XXXXXXXXX,XXXXXXXXX,4148 Stony Swale,Mesquite,TX,75150
12007,Alan,Smith,XXXXXXXXX,XXXXXXXXX,9050 Iron Apple Landing,Washington,DC,20020
12008,Mary,Mcguire,XXXXXXXXX,XXXXXXXXX,2966 Old Pathway,Caguas,PR,725
12009,Matthew,Smith,XXXXXXXXX,XXXXXXXXX,4629 Dusty Pony Highway,Bronx,NY,10469
12010,Melissa,Baker,XXXXXXXXX,XXXXXXXXX,1987 Stony Circle,Del Rio,TX,78840
12011,Olivia,Ortiz,XXXXXXXXX,XXXXXXXXX,4212 Shady Field,Caguas,PR,725
12012,Mary,Horton,XXXXXXXXX,XXXXXXXXX,2734 Golden Pine Lookout,Antioch,CA,94509
12013,Katherine,Kramer,XXXXXXXXX,XXXXXXXXX,1546 Hidden Embers Way,Daly City,CA,94015
12014,Samantha,Smith,XXXXXXXXX,XXXXXXXXX,6097 Dewy Treasure Farm,Manati,PR,674
12015,Vincent,Ortiz,XXXXXXXXX,XXXXXXXXX,2589 Silver Ridge,Caguas,PR,725
12016,Mary,Smith,XXXXXXXXX,XXXXXXXXX,23 Old Corners,Trujillo Alto,PR,976
12017,Sandra,Burns,XXXXXXXXX,XXXXXXXXX,5964 Heather Apple Heath,Dearborn,MI,48126
12018,Raymond,Smith,XXXXXXXXX,XXXXXXXXX,6159 Amber Place,Caguas,PR,725
12019,Mary,Walters,XXXXXXXXX,XXXXXXXXX,5571 Rocky Knoll,Los Angeles,CA,90037
12020,Dorothy,Smith,XXXXXXXXX,XXXXXXXXX,7489 Stony End,Pharr,TX,78577
12021,Gregory,Gomez,XXXXXXXXX,XXXXXXXXX,9657 Red Willow Hill,Caguas,PR,725
12022,Mary,Smith,XXXXXXXXX,XXXXXXXXX,4384 Silver Pond Mountain,Miami,FL,33176
12023,Olivia,Silva,XXXXXXXXX,XXXXXXXXX,2722 Lost Glen,New York,NY,10011
12024,Mary,Smith,XXXXXXXXX,XXXXXXXXX,1736 Clear Gate,Caguas,PR,725
12025,Linda,Collier,XXXXXXXXX,XXXXXXXXX,6289 Rocky Way,San Diego,CA,92111
12026,George,Smith,XXXXXXXXX,XXXXXXXXX,3139 Gentle Rabbit Parade,Caguas,PR,725
12027,Mary,Stevens,XXXXXXXXX,XXXXXXXXX,3909 High Stead,Bell Gardens,CA,90201
12028,Steven,Smith,XXXXXXXXX,XXXXXXXXX,9853 Foggy Anchor Extension,Newark,NJ,7104
12029,Mary,Turner,XXXXXXXXX,XXXXXXXXX,1467 Wishing Anchor Centre,Caguas,PR,725
12030,Linda,Smith,XXXXXXXXX,XXXXXXXXX,122 Merry Grove Mews,Placentia,CA,92870
12031,Ashley,Benitez,XXXXXXXXX,XXXXXXXXX,503 Little Rabbit Campus,Caguas,PR,725
12032,Mary,Smith,XXXXXXXXX,XXXXXXXXX,5271 Rocky Pathway,Spring Valley,CA,91977
12033,Aaron,Villa,XXXXXXXXX,XXXXXXXXX,3385 Cotton Wharf,Caguas,PR,725
